Geneid	X009_DMSO_1	X009_DMSO_2	X126_DES_10	X126_DES_6	X126_DMSO	X236_DES_10	X236_DES_6	X236_DMSO	X868_DES_10	X868_DES_6	X868_DMSO	Z405_DMSO_1	Z405_DMSO_2
ENSG00000252765	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271578	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225938	0	0	34	0	0	0	0	0	0	0	0	34	0
ENSG00000170989	0	0	14	0	23	0	1	0	0	42	1	6	55
ENSG00000228399	0	1	2	0	1	0	0	1	0	0	0	0	0
ENSG00000173810	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231671	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226715	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252530	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183298	0	0	0	0	1	0	0	0	1	0	0	0	0
ENSG00000118733	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252717	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271277	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162699	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233359	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230864	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000060718	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234257	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230759	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224613	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222069	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185946	0	0	0	0	0	0	21	0	65	5	1	0	0
ENSG00000240038	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236085	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243480	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237763	0	0	0	0	0	0	0	0	0	1	1	0	0
ENSG00000234441	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000174876	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227408	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187733	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225191	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215869	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228347	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285981	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225036	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230768	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227850	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237897	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232952	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233047	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237480	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230932	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270342	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270976	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233449	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232551	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237460	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198890	1	0	1	0	0	0	0	0	3	0	0	1	0
ENSG00000162631	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224550	6	3	6	2	9	9	13	1	4	8	4	4	1
ENSG00000134215	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275455	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230489	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226822	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000085491	0	1	1	0	32	0	0	0	0	8	3	0	0
ENSG00000260879	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000280186	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196427	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238122	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000241361	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243967	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238118	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224698	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186086	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283354	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227832	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226483	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162636	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000162639	0	0	0	0	0	0	0	0	1	0	1	0	0
ENSG00000285923	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134186	0	24	0	0	12	47	0	15	0	33	37	11	62
ENSG00000143107	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232971	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116266	1	26	0	0	29	76	0	0	1	1	0	0	0
ENSG00000228076	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162641	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203897	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121957	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000121940	0	0	0	0	0	15	0	0	0	22	0	0	0
ENSG00000085433	0	0	0	0	0	0	6	0	0	0	0	0	0
ENSG00000237349	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000244716	0	1	0	1	0	0	0	0	0	0	0	1	0
ENSG00000228665	2	1	1	1	4	3	6	4	3	2	4	3	1
ENSG00000228054	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197780	0	0	36	49	64	18	75	0	14	25	11	21	50
ENSG00000273382	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000215717	25	0	0	35	4	1	31	1	0	31	0	0	0
ENSG00000278249	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270066	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000251484	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000179902	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116299	0	0	0	0	0	0	0	16	39	0	0	0	0
ENSG00000031698	33	114	98	177	120	122	250	155	30	134	90	130	146
ENSG00000143126	0	0	0	0	0	0	1	0	1	0	0	0	0
ENSG00000134222	20	0	34	32	1	37	0	0	0	24	0	31	6
ENSG00000221986	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134243	0	0	9	0	26	0	1	0	0	56	0	1	4
ENSG00000143106	91	248	109	112	72	148	184	172	44	461	85	206	56
ENSG00000143028	0	0	0	0	0	0	52	23	0	0	0	0	0
ENSG00000162650	0	0	0	27	0	0	0	0	0	0	0	0	0
ENSG00000174151	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000181754	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000156097	0	0	33	0	0	0	0	0	0	0	0	0	0
ENSG00000254942	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000065135	12	11	11	0	88	2	0	17	60	2	3	1	88
ENSG00000206832	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225113	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284443	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134183	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116337	13	0	0	0	0	0	0	0	21	10	26	0	0
ENSG00000228703	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235045	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000168765	11	7	0	0	0	6	6	0	0	12	26	0	1
ENSG00000213366	0	0	0	0	0	0	0	0	0	11	0	0	1
ENSG00000134184	0	0	0	0	0	0	0	20	0	0	0	0	0
ENSG00000260246	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134201	0	0	0	0	0	0	0	0	0	0	0	0	19
ENSG00000241720	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134202	0	0	0	0	1	2	11	0	0	0	0	17	5
ENSG00000198758	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224927	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228420	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235005	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261055	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184371	0	0	0	0	6	0	32	0	0	15	0	2	4
ENSG00000168710	0	1	0	35	48	4	58	34	105	55	31	58	29
ENSG00000143093	2	38	29	0	0	27	0	0	0	19	27	0	10
ENSG00000258634	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156150	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000258673	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186150	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197106	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227091	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235526	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224965	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116396	0	0	0	0	0	0	32	8	0	10	18	0	0
ENSG00000282852	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200536	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227963	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162775	0	16	0	1	0	0	0	0	0	30	0	0	1
ENSG00000224699	0	0	0	0	25	0	22	0	0	0	0	0	0
ENSG00000168679	75	8	26	2	229	0	262	57	31	166	37	117	107
ENSG00000273373	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134248	279	177	204	259	515	249	459	421	200	646	133	738	225
ENSG00000143125	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270380	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282887	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283999	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240194	0	0	0	0	0	0	0	0	0	21	0	0	0
ENSG00000235407	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143105	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177301	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000259834	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177272	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000199710	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237415	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000232791	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143119	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000261654	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232811	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121931	0	0	0	57	1	18	0	6	2	34	0	0	14
ENSG00000273010	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225672	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252760	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000156171	0	0	1	0	0	15	9	31	0	28	31	81	20
ENSG00000134255	0	0	0	0	3	4	1	0	0	5	0	0	0
ENSG00000272982	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273221	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000162777	0	0	0	0	0	0	0	0	0	0	27	6	0
ENSG00000064886	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236040	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203878	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134216	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229283	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232240	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173947	0	0	0	0	0	0	24	0	0	0	0	0	0
ENSG00000234020	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236012	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227179	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000085465	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260948	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233337	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243960	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000116455	0	0	1	1	1	0	26	0	0	1	0	12	0
ENSG00000199890	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116459	86	30	196	135	81	140	85	108	88	220	61	113	108
ENSG00000143110	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000121933	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200360	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282608	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116473	57	47	1	1	6	1	60	15	59	55	0	31	17
ENSG00000231346	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215867	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000201028	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197852	25	1	9	38	30	52	1	0	1	2	0	6	8
ENSG00000227811	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284830	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000064703	0	0	0	0	0	10	21	0	0	0	0	13	0
ENSG00000171385	0	0	0	0	0	0	0	36	0	0	0	0	0
ENSG00000232558	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237556	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231437	0	0	0	0	0	0	0	0	42	0	0	0	0
ENSG00000231246	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234388	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238761	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143079	30	0	0	0	0	2	0	76	0	69	0	1	12
ENSG00000283296	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134245	9	1	0	0	0	0	0	0	2	35	28	0	8
ENSG00000273483	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000007341	0	0	19	0	8	0	28	0	0	38	0	0	8
ENSG00000116489	285	78	165	418	1087	83	243	87	138	753	130	357	676
ENSG00000235299	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000252750	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000155363	26	0	1	0	27	0	1	0	0	19	0	1	1
ENSG00000225075	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000155366	259	298	286	332	334	146	323	367	215	780	331	317	245
ENSG00000271810	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000155367	0	14	1	0	0	1	0	0	0	0	0	0	0
ENSG00000261595	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000184599	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234790	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215866	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224167	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228040	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000155380	14	5	0	19	121	2	0	35	0	40	22	51	153
ENSG00000229020	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000226419	0	0	0	0	0	0	19	1	32	1	0	0	1
ENSG00000287807	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238198	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198799	2	0	0	0	0	0	0	0	0	0	0	0	15
ENSG00000237278	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233839	3	2	2	3	0	2	3	0	4	1	0	4	1
ENSG00000236887	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000081026	0	0	0	12	0	0	0	0	0	0	0	0	1
ENSG00000232499	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238256	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116793	0	0	39	0	25	0	0	0	54	1	0	25	14
ENSG00000232450	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000081019	26	0	31	0	0	0	34	0	0	0	0	0	12
ENSG00000231128	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134242	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226167	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188761	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134262	0	0	0	0	0	0	1	0	0	3	0	14	0
ENSG00000118655	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235527	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163349	75	1	0	22	47	1	73	5	33	2	25	67	0
ENSG00000116774	29	22	40	23	11	48	33	14	49	58	35	55	9
ENSG00000270780	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000282048	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134207	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSG00000232895	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273698	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271419	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197323	1	17	0	0	13	35	0	0	0	31	0	1	33
ENSG00000226984	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225650	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000201114	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236480	0	0	0	0	0	0	0	1	0	1	0	0	0
ENSG00000116752	87	22	60	63	17	38	1	34	35	119	27	2	37
ENSG00000175984	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000116748	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242769	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213281	35	19	1	0	32	38	46	15	2	56	55	0	40
ENSG00000009307	34	24	20	92	19	82	82	43	163	174	85	43	120
ENSG00000201900	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000052723	2	42	24	0	88	27	39	0	67	88	34	45	15
ENSG00000227970	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198765	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134200	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134198	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233730	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000285698	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228035	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134259	50	1	17	17	18	47	49	62	27	48	82	0	0
ENSG00000287103	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226973	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000274468	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229101	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232185	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270631	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239984	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207502	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173218	0	0	0	0	0	0	0	24	0	36	25	0	9
ENSG00000118729	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177551	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214204	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228127	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271143	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163393	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000237993	0	0	0	0	9	0	0	0	0	0	0	0	0
ENSG00000173212	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235933	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221040	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287217	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000163399	15	19	0	10	7	45	0	0	2	16	0	7	8
ENSG00000203865	0	0	0	0	0	0	0	0	0	10	0	0	0
ENSG00000212385	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233154	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230381	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000200547	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000224950	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286276	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116815	0	0	42	0	34	60	0	0	1	34	1	0	0
ENSG00000177173	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000264419	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143061	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211543	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203864	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231072	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000223489	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116824	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000225079	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000272715	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134247	0	0	0	37	2	21	5	1	8	111	21	25	67
ENSG00000252510	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134256	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236137	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116830	0	27	1	0	0	0	0	3	0	19	0	1	1
ENSG00000215930	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134253	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228453	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134258	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277141	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235202	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000271427	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198162	0	38	1	0	40	0	44	20	0	55	54	0	99
ENSG00000279513	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226755	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236866	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000183508	58	0	0	1	65	0	0	0	0	17	0	0	42
ENSG00000213262	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212266	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270719	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228217	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000196505	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000065183	0	0	0	0	57	0	31	21	34	7	0	0	15
ENSG00000155761	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287980	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000222209	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226126	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229911	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000092607	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000226172	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239216	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116874	25	0	0	0	0	0	55	0	26	3	25	0	0
ENSG00000224238	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223575	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236804	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231365	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227056	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227712	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232650	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000194297	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000116882	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000230921	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203859	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000232780	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203858	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235595	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187481	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229570	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203857	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226443	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249798	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000239873	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203855	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000240244	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260941	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198857	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000143067	0	0	1	0	0	0	0	0	0	0	11	1	1
ENSG00000092621	10	28	1	2	1	34	51	101	0	105	66	50	0
ENSG00000134240	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134193	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215864	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227205	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226446	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134249	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000134250	0	19	2	0	3	67	1	1	30	43	35	1	42
ENSG00000273406	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207149	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000265808	72	86	82	121	344	128	103	33	84	247	23	67	203
ENSG00000274642	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000277313	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223804	11	0	0	0	0	12	0	0	0	0	0	0	0
ENSG00000273727	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270231	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000270392	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275131	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273694	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275933	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000286106	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000273136	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000287979	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000275538	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000263353	0	0	0	0	0	0	0	0	0	0	0	0	0
